"OrderNumber";"OrderDate";"Customer Name Index";"Channel";"Currency Code";"Warehouse Code";"Delivery Region Index";"Product Description Index";"Order Quantity";"Unit Price";"Line Total";"Total Unit Cost"
"SO - 0010359";"2022-08-07";102;"Distributor";"USD";"GUT930";946;16;8;1695.1;13560.8;830.599
"SO - 000823";"2022-08-07";156;"Distributor";"USD";"FLR025";491;15;11;2237.8;24615.800000000003;1499.3260000000002
"SO - 0001018";"2022-08-07";7;"Distributor";"USD";"AXW291";744;1;6;5306.400000000001;31838.4;2440.9440000000004
"SO - 0002470";"2022-08-07";166;"Distributor";"USD";"AXW291";267;1;6;1748.7;10492.2;786.9150000000001
"SO - 0004283";"2022-08-07";51;"Wholesale";"USD";"AXW291";45;10;8;3832.4;30659.2;2261.116
"SO - 0004807";"2022-08-07";163;"Wholesale";"USD";"AXW291";138;14;10;1005.0;10050.0;582.9
"SO - 0005836";"2022-08-07";130;"Wholesale";"USD";"AXW291";269;1;12;670.0;8040.0;569.5
"SO - 0007554";"2022-08-07";36;"Wholesale";"USD";"AXW291";577;20;5;2452.2000000000003;12261.000000000002;1741.062
"SO - 0010104";"2022-08-07";78;"Distributor";"USD";"FLR025";723;12;7;3879.3;27155.1;3219.819
"SO - 0010599";"2022-08-07";97;"Wholesale";"USD";"GUT930";497;15;9;1038.5;9346.5;747.72
"SO - 0009930";"2022-08-07";122;"Wholesale";"USD";"AXW291";226;3;10;5735.2;57352.0;4416.104
"SO - 000982";"2022-08-08";2;"Wholesale";"USD";"AXW291";837;26;9;1051.9;9467.1;441.798
"SO - 0001103";"2022-08-08";1;"Distributor";"USD";"AXW291";791;6;6;5748.6;34491.600000000006;3564.132
"SO - 0001314";"2022-08-08";77;"Wholesale";"USD";"AXW291";979;13;7;971.5;6800.5;777.2
"SO - 0002121";"2022-08-08";84;"Wholesale";"USD";"AXW291";953;13;10;2827.4;28274.0;2403.29
"SO - 0005382";"2022-08-08";73;"Wholesale";"USD";"AXW291";347;14;9;5956.3;53606.7;4467.225
"SO - 0005911";"2022-08-08";138;"Wholesale";"USD";"AXW291";425;14;9;1855.9;16703.100000000002;965.068
"SO - 0006822";"2022-08-08";132;"Distributor";"USD";"AXW291";868;19;6;4020.0;24120.0;2613.0
"SO - 0007168";"2022-08-08";162;"Wholesale";"USD";"AXW291";184;15;10;167.5;1675.0;137.35
"SO - 000786";"2022-08-08";59;"Wholesale";"USD";"AXW291";244;13;11;3008.3;33091.3;2406.6400000000003
"SO - 0002023";"2022-08-08";140;"Distributor";"USD";"GUT930";255;26;8;3832.4;30659.2;3180.892
"SO - 0007812";"2022-08-08";119;"Wholesale";"USD";"GUT930";81;13;6;1038.5;6231.0;550.405
"SO - 0009359";"2022-08-08";56;"Distributor";"USD";"NXH382";715;1;9;2432.1;21888.9;1775.433
"SO - 000802";"2022-08-08";89;"Wholesale";"USD";"AXW291";411;2;12;1889.4;22672.800000000003;1454.8380000000002
"SO - 0001882";"2022-08-08";148;"Wholesale";"USD";"AXW291";693;19;12;1038.5;12462.0;768.49
"SO - 0003317";"2022-08-08";40;"Wholesale";"USD";"AXW291";181;18;12;2807.3;33687.600000000006;1908.964
"SO - 0004232";"2022-08-08";75;"Distributor";"USD";"AXW291";406;25;7;1078.7;7550.900000000001;647.22
"SO - 0005469";"2022-08-08";20;"Wholesale";"USD";"GUT930";613;1;10;1842.5;18425.0;1087.075
"SO - 0005758";"2022-08-08";62;"Wholesale";"USD";"GUT930";517;17;11;5266.2;57928.2;4212.96
"SO - 0006750";"2022-08-08";76;"Wholesale";"USD";"NXH382";661;20;12;1775.5;21306.0;1083.055
"SO - 0007847";"2022-08-08";79;"Distributor";"USD";"NXH382";346;5;9;1058.6;9527.4;582.2300000000001
"SO - 0008542";"2022-08-08";18;"Wholesale";"USD";"NXH382";882;14;11;3953.0;43483.0;1739.32
"SO - 0002581";"2022-08-08";164;"Wholesale";"USD";"GUT930";688;20;5;1695.1;8475.5;830.599
"SO - 0002904";"2022-08-08";116;"Wholesale";"USD";"FLR025";450;13;6;1105.5;6633.0;541.6949999999999
"SO - 0004244";"2022-08-08";12;"Wholesale";"USD";"GUT930";325;22;11;750.4;8254.4;555.2959999999999
"SO - 0004367";"2022-08-08";114;"Distributor";"USD";"AXW291";168;17;8;1139.0;9112.0;831.47
"SO - 0004838";"2022-08-08";2;"Wholesale";"USD";"AXW291";437;12;5;3819.0;19095.0;2864.25
"SO - 0005892";"2022-08-08";153;"Wholesale";"USD";"AXW291";669;3;12;247.9;2974.8;193.362
"SO - 0006367";"2022-08-08";80;"Wholesale";"USD";"NXH382";530;13;11;783.9;8622.9;399.789
"SO - 0006616";"2022-08-08";102;"Export";"USD";"AXW291";209;1;12;3886.0;46632.0;2720.2
"SO - 0007371";"2022-08-08";15;"Distributor";"USD";"AXW291";584;13;7;1326.6;9286.2;703.0980000000001
"SO - 0007402";"2022-08-08";6;"Distributor";"USD";"NXH382";659;15;6;2331.6;13989.6;1095.852
"SO - 0007704";"2022-08-08";106;"Wholesale";"USD";"AXW291";505;18;7;3772.1;26404.7;1961.492
"SO - 000214";"2022-08-08";20;"Wholesale";"USD";"NXH382";695;10;6;3932.9;23597.4;1691.147
"SO - 000216";"2022-08-08";150;"Distributor";"USD";"NXH382";132;25;5;837.5;4187.5;603.0
"SO - 0001192";"2022-08-08";86;"Distributor";"USD";"AXW291";244;3;6;1065.3;6391.799999999999;500.691
"SO - 0001601";"2022-08-08";54;"Distributor";"USD";"NXH382";347;11;8;3986.5;31892.0;2033.115
"SO - 0003176";"2022-08-08";124;"Wholesale";"USD";"NXH382";652;3;7;3530.9;24716.3;2930.647
"SO - 0003933";"2022-08-08";153;"Export";"USD";"NXH382";73;8;9;6277.900000000001;56501.100000000006;2636.7180000000003
"SO - 0003973";"2022-08-08";9;"Wholesale";"USD";"AXW291";239;14;7;6170.7;43194.9;4998.267
"SO - 0004829";"2022-08-08";57;"Distributor";"USD";"AXW291";160;13;12;2680.0;32160.0;1581.1999999999998
"SO - 0005656";"2022-08-08";19;"Export";"USD";"AXW291";75;7;12;2385.2000000000003;28622.4;1025.6360000000002
"SO - 0010508";"2022-08-08";84;"Wholesale";"USD";"NXH382";484;30;10;1882.7;18827.0;1110.793
"SO - 000952";"2022-08-08";12;"Export";"USD";"AXW291";227;2;7;1031.8;7222.599999999999;763.5319999999999
"SO - 0002312";"2022-08-08";88;"Wholesale";"USD";"GUT930";760;20;7;6224.3;43570.1;3859.066
"SO - 0003327";"2022-08-08";29;"Distributor";"USD";"GUT930";814;17;8;241.2;1929.6;202.608
"SO - 0004119";"2022-08-08";53;"Distributor";"USD";"GUT930";852;16;8;3966.4;31731.2;3173.1200000000003
"SO - 0006618";"2022-08-08";87;"Wholesale";"USD";"GUT930";567;1;7;2666.6;18666.2;2079.948
"SO - 0002788";"2022-08-09";129;"Distributor";"USD";"AXW291";635;3;7;1956.4;13694.8;782.5600000000001
"SO - 0003118";"2022-08-09";18;"Wholesale";"USD";"AXW291";746;15;6;3946.3;23677.800000000003;3354.355
"SO - 0008380";"2022-08-09";125;"Export";"USD";"GUT930";649;14;12;904.5;10854.0;443.205
"SO - 0010005";"2022-08-09";138;"Wholesale";"USD";"AXW291";665;11;10;1132.3;11323.0;690.703
"SO - 0001278";"2022-08-09";89;"Distributor";"USD";"GUT930";134;20;8;241.2;1929.6;200.196
"SO - 0002614";"2022-08-09";117;"Wholesale";"USD";"NXH382";127;25;7;1112.2;7785.400000000001;489.368
"SO - 0006058";"2022-08-09";128;"Export";"USD";"AXW291";156;2;10;1728.6;17286.0;726.0120000000001
"SO - 0006134";"2022-08-09";53;"Distributor";"USD";"NXH382";485;3;11;3557.7000000000003;39134.7;1707.696
"SO - 0006375";"2022-08-09";173;"Export";"USD";"AXW291";923;17;12;904.5;10854.0;407.025
"SO - 0007321";"2022-08-09";175;"Wholesale";"USD";"GUT930";247;4;7;2559.4;17915.8;1638.016
"SO - 0010450";"2022-08-09";158;"Distributor";"USD";"AXW291";542;2;7;2793.9;19557.3;1452.8280000000002
"SO - 0010144";"2022-08-09";43;"Wholesale";"USD";"AXW291";314;18;7;1031.8;7222.599999999999;577.808
"SO - 0009227";"2022-08-09";143;"Wholesale";"USD";"NXH382";709;3;11;6177.400000000001;67951.40000000001;5065.468
"SO - 0010553";"2022-08-09";52;"Wholesale";"USD";"FLR025";334;15;6;716.9;4301.4;508.999
"SO - 0009381";"2022-08-09";101;"Distributor";"USD";"AXW291";210;3;7;1675.0;11725.0;1323.25
"SO - 000239";"2022-08-09";124;"Wholesale";"USD";"AXW291";779;9;9;1219.4;10974.6;695.058
"SO - 0005437";"2022-08-09";135;"Wholesale";"USD";"AXW291";162;15;8;3906.1;31248.8;3242.063
"SO - 0009242";"2022-08-09";85;"Distributor";"USD";"NXH382";676;16;12;234.5;2814.0;126.63
"SO - 0001272";"2022-08-09";138;"Distributor";"USD";"AXW291";346;1;6;261.3;1567.8000000000002;180.297
"SO - 0002362";"2022-08-09";22;"Wholesale";"USD";"AXW291";124;4;8;3919.5;31356.0;3292.38
"SO - 0003544";"2022-08-09";67;"Distributor";"USD";"NXH382";133;2;11;2358.4;25942.4;1249.952
"SO - 0003824";"2022-08-09";110;"Distributor";"USD";"AXW291";26;1;5;5996.5;29982.5;2398.6
"SO - 0007110";"2022-08-09";169;"Distributor";"USD";"NXH382";769;16;7;3973.1;27811.7;2383.86
"SO - 0007189";"2022-08-09";29;"Export";"USD";"NXH382";695;17;5;2331.6;11658.0;1142.484
"SO - 0007290";"2022-08-09";52;"Wholesale";"USD";"NXH382";114;22;11;6070.2;66772.2;2670.888
"SO - 0007664";"2022-08-09";133;"Wholesale";"USD";"NXH382";224;6;9;904.5;8140.5;361.8
"SO - 0008177";"2022-08-09";33;"Distributor";"USD";"NXH382";8;18;10;897.8000000000001;8978.0;466.8560000000001
"SO - 0008668";"2022-08-09";57;"Wholesale";"USD";"GUT930";747;10;11;5460.5;60065.5;4259.1900000000005
"SO - 000242";"2022-08-09";100;"Wholesale";"USD";"AXW291";925;17;9;3946.3;35516.700000000004;1657.446
"SO - 000366";"2022-08-09";60;"Wholesale";"USD";"AXW291";109;13;10;3946.3;39463.0;1815.298
"SO - 0001296";"2022-08-09";169;"Wholesale";"USD";"GUT930";606;3;6;6056.8;36340.8;2907.264
"SO - 0001449";"2022-08-09";74;"Wholesale";"USD";"AXW291";429;26;6;6532.5;39195.0;5487.3
"SO - 0003536";"2022-08-09";80;"Wholesale";"USD";"AXW291";692;26;9;6411.900000000001;57707.100000000006;3526.5450000000005
"SO - 0002331";"2022-08-09";16;"Wholesale";"USD";"AXW291";645;24;6;1822.4;10934.4;1111.664
"SO - 0004774";"2022-08-09";173;"Export";"USD";"NXH382";736;25;5;958.1;4790.5;526.955
"SO - 0006350";"2022-08-09";87;"Wholesale";"USD";"GUT930";56;28;12;958.1;11497.2;411.983
"SO - 0008698";"2022-08-09";81;"Wholesale";"USD";"NXH382";20;15;7;1943.0;13601.0;913.21
"SO - 0009802";"2022-08-09";81;"Distributor";"USD";"GUT930";323;2;6;207.7;1246.2;87.23400000000001
"SO - 0009697";"2022-08-09";163;"Wholesale";"USD";"AXW291";4;28;8;2572.8;20582.4;1054.848
"SO - 0002752";"2022-08-10";132;"Wholesale";"USD";"AXW291";625;16;8;1025.1;8200.800000000001;481.797
"SO - 0003181";"2022-08-10";7;"Wholesale";"USD";"AXW291";457;3;7;2251.2000000000003;15758.4;1710.9120000000005
"SO - 0004750";"2022-08-10";47;"Wholesale";"USD";"AXW291";785;25;9;1125.6;10130.4;461.496
"SO - 0005142";"2022-08-10";6;"Wholesale";"USD";"AXW291";518;26;6;1018.4;6110.4;661.96
"SO - 0005760";"2022-08-10";27;"Wholesale";"USD";"AXW291";598;6;7;2398.6;16790.2;1750.9779999999998
"SO - 0001018";"2022-08-10";7;"Distributor";"USD";"AXW291";216;1;6;5306.400000000001;31838.4;2440.9440000000004
"SO - 0001359";"2022-08-10";110;"Distributor";"USD";"AXW291";735;25;11;1118.9;12307.9;548.2610000000001
"SO - 0004248";"2022-08-10";129;"Distributor";"USD";"GUT930";255;15;6;1085.4;6512.400000000001;705.5100000000001
"SO - 0010515";"2022-08-10";5;"Wholesale";"USD";"NXH382";889;3;5;1989.9;9949.5;1631.718
"SO - 0004499";"2022-08-10";119;"Export";"USD";"AXW291";99;11;9;234.5;2110.5;175.875
"SO - 0004948";"2022-08-10";111;"Wholesale";"USD";"AXW291";65;19;5;3953.0;19765.0;2648.51
"SO - 0006907";"2022-08-10";7;"Distributor";"USD";"AXW291";594;5;11;850.9;9359.9;714.756
"SO - 0007333";"2022-08-10";114;"Distributor";"USD";"GUT930";153;26;6;1038.5;6231.0;768.49
"SO - 0009062";"2022-08-10";37;"Wholesale";"USD";"GUT930";717;12;8;3906.1;31248.8;2421.782
"SO - 0009233";"2022-08-10";18;"Distributor";"USD";"AXW291";244;11;5;1152.4;5762.0;691.44
"SO - 0001184";"2022-08-10";88;"Wholesale";"USD";"NXH382";180;23;12;917.9;11014.8;706.783
"SO - 0001897";"2022-08-10";157;"Wholesale";"USD";"FLR025";279;4;6;897.8000000000001;5386.8;520.724
"SO - 0001901";"2022-08-10";158;"Distributor";"USD";"AXW291";946;15;6;1179.2;7075.200000000001;754.688
"SO - 0004143";"2022-08-10";145;"Wholesale";"USD";"AXW291";971;26;11;6244.400000000001;68688.40000000001;3434.4200000000005
"SO - 0004617";"2022-08-10";50;"Wholesale";"USD";"AXW291";973;18;9;3986.5;35878.5;3308.795
"SO - 0004757";"2022-08-10";12;"Distributor";"USD";"AXW291";181;14;7;268.0;1876.0;125.96
"SO - 0005529";"2022-08-10";140;"Wholesale";"USD";"AXW291";621;16;7;241.2;1688.4;113.364
"SO - 0005737";"2022-08-10";68;"Distributor";"USD";"AXW291";68;25;11;3564.4;39208.4;1639.624
"SO - 0005946";"2022-08-10";48;"Distributor";"USD";"NXH382";607;26;12;2505.8;30069.6;1904.408
"SO - 0006214";"2022-08-10";40;"Wholesale";"USD";"AXW291";794;25;9;1065.3;9587.7;490.038
"SO - 0006563";"2022-08-10";163;"Wholesale";"USD";"AXW291";486;28;8;2572.8;20582.4;1054.848
"SO - 0006591";"2022-08-10";75;"Distributor";"USD";"AXW291";590;5;12;2345.0;28140.0;1031.8
"SO - 0007098";"2022-08-10";36;"Wholesale";"USD";"AXW291";934;6;6;1139.0;6834.0;865.64
"SO - 0010261";"2022-08-10";52;"Wholesale";"USD";"NXH382";357;4;12;5406.900000000001;64882.8;2487.1740000000004
"SO - 0009592";"2022-08-10";145;"Wholesale";"USD";"GUT930";408;2;11;1889.4;20783.4;1265.898
"SO - 000255";"2022-08-10";102;"Wholesale";"USD";"AXW291";259;13;12;221.1;2653.2;126.027
"SO - 0001071";"2022-08-10";160;"Export";"USD";"NXH382";883;13;10;1112.2;11122.0;500.49
"SO - 0002010";"2022-08-10";109;"Distributor";"USD";"NXH382";903;11;11;1045.2;11497.2;543.504
"SO - 0003941";"2022-08-10";38;"Wholesale";"USD";"AXW291";823;15;10;167.5;1675.0;110.55
"SO - 0005787";"2022-08-10";54;"Wholesale";"USD";"GUT930";70;17;6;2003.3;12019.8;1121.8480000000002
"SO - 0007565";"2022-08-10";17;"Wholesale";"USD";"AXW291";520;30;6;1092.1;6552.6;797.2330000000001
"SO - 0009371";"2022-08-10";116;"Wholesale";"USD";"NXH382";60;25;8;2646.5;21172.0;1905.48
"SO - 0010185";"2022-08-10";60;"Wholesale";"USD";"FLR025";450;2;10;1132.3;11323.0;566.15
"SO - 0008359";"2022-08-10";136;"Wholesale";"USD";"FLR025";198;16;6;3926.2;23557.2;2630.5540000000005
"SO - 000817";"2022-08-10";39;"Distributor";"USD";"GUT930";375;3;9;5782.1;52038.9;4625.68
"SO - 0001171";"2022-08-10";108;"Wholesale";"USD";"GUT930";24;8;11;3872.6;42598.6;2362.286
"SO - 0006438";"2022-08-10";137;"Wholesale";"USD";"GUT930";223;5;10;924.6;9246.0;453.054
"SO - 0006709";"2022-08-10";113;"Distributor";"USD";"AXW291";138;14;12;2284.7000000000003;27416.4;1690.678
"SO - 0007055";"2022-08-10";53;"Wholesale";"USD";"AXW291";35;13;6;3691.7;22150.2;2178.103
"SO - 0001269";"2022-08-11";94;"Wholesale";"USD";"AXW291";859;28;6;904.5;5427.0;741.6899999999999
"SO - 0001964";"2022-08-11";75;"Wholesale";"USD";"AXW291";512;14;7;837.5;5862.5;502.5
"SO - 0002773";"2022-08-11";21;"Wholesale";"USD";"AXW291";92;15;5;1025.1;5125.500000000001;430.542
"SO - 0004565";"2022-08-11";45;"Distributor";"USD";"AXW291";951;6;6;1715.2;10291.2;1183.4879999999998
"SO - 0005371";"2022-08-11";24;"Wholesale";"USD";"AXW291";15;4;7;3155.7000000000003;22089.9;2208.99
"SO - 0010395";"2022-08-11";56;"Distributor";"USD";"GUT930";574;14;10;964.8;9648.0;578.88
"SO - 0010354";"2022-08-11";60;"Distributor";"USD";"NXH382";605;15;6;2639.8;15838.8;1768.6660000000002
"SO - 0008923";"2022-08-11";103;"Wholesale";"USD";"NXH382";548;1;7;1902.8;13319.6;1427.1
"SO - 0009637";"2022-08-11";133;"Wholesale";"USD";"AXW291";51;13;9;716.9;6452.099999999999;379.957
"SO - 0009537";"2022-08-11";125;"Distributor";"USD";"AXW291";251;26;5;1333.3;6666.5;986.642
"SO - 000894";"2022-08-11";141;"Distributor";"USD";"GUT930";474;2;10;750.4;7504.0;600.32
"SO - 0008895";"2022-08-11";15;"Wholesale";"USD";"AXW291";513;13;7;1078.7;7550.900000000001;862.96
"SO - 0001997";"2022-08-11";23;"Distributor";"USD";"FLR025";697;15;11;2010.0;22110.0;864.3
"SO - 0002250";"2022-08-11";61;"Wholesale";"USD";"NXH382";917;15;8;703.5;5628.0;576.87
"SO - 0003398";"2022-08-11";137;"Distributor";"USD";"GUT930";860;26;9;864.3000000000001;7778.700000000001;622.296
"SO - 0003869";"2022-08-11";141;"Wholesale";"USD";"AXW291";404;4;12;4020.0;48240.0;2291.4
"SO - 0005153";"2022-08-11";85;"Wholesale";"USD";"AXW291";108;5;7;2010.0;14070.0;1045.2
"SO - 0006138";"2022-08-11";114;"Distributor";"USD";"NXH382";706;3;5;5902.7;29513.5;2420.107
"SO - 0009561";"2022-08-11";143;"Export";"USD";"AXW291";710;26;8;2566.1;20528.8;1206.0669999999998
"SO - 0009836";"2022-08-11";24;"Wholesale";"USD";"GUT930";463;22;11;911.2;10023.2;601.392
"SO - 000405";"2022-08-11";155;"Wholesale";"USD";"NXH382";354;28;6;3986.5;23919.0;2670.9550000000004
"SO - 0002004";"2022-08-11";134;"Wholesale";"USD";"GUT930";933;15;8;917.9;7343.2;596.635
"SO - 0002404";"2022-08-11";27;"Wholesale";"USD";"AXW291";372;2;9;6157.3;55415.7;4802.694
"SO - 0002663";"2022-08-11";96;"Wholesale";"USD";"AXW291";702;25;5;1031.8;5159.0;701.624
"SO - 0003635";"2022-08-11";38;"Distributor";"USD";"AXW291";222;16;11;1112.2;12234.2;544.9780000000001
"SO - 0007199";"2022-08-11";52;"Export";"USD";"AXW291";820;4;9;1005.0;9045.0;663.3000000000001
"SO - 0009358";"2022-08-11";44;"Wholesale";"USD";"AXW291";496;25;6;891.1;5346.6;605.9480000000001
"SO - 0010303";"2022-08-11";156;"Wholesale";"USD";"FLR025";230;26;6;1118.9;6713.400000000001;514.6940000000001
"SO - 0010458";"2022-08-11";5;"Distributor";"USD";"AXW291";206;21;9;1989.9;17909.100000000002;1691.415
"SO - 000782";"2022-08-11";79;"Wholesale";"USD";"GUT930";441;8;10;3644.8;36448.0;1968.192
"SO - 0003324";"2022-08-11";76;"Wholesale";"USD";"AXW291";179;16;11;247.9;2726.9;173.53
"SO - 0004634";"2022-08-11";17;"Distributor";"USD";"AXW291";816;18;12;1936.3;23235.6;1568.403
"SO - 0008056";"2022-08-11";20;"Wholesale";"USD";"GUT930";782;16;12;1909.5;22914.0;916.56
"SO - 000661";"2022-08-11";27;"Wholesale";"USD";"GUT930";917;18;5;187.6;938.0;75.04
"SO - 0003013";"2022-08-11";12;"Distributor";"USD";"AXW291";347;25;12;944.7;11336.4;500.691
"SO - 0003586";"2022-08-11";154;"Export";"USD";"NXH382";747;6;10;3832.4;38324.0;1571.284
"SO - 0003967";"2022-08-11";77;"Wholesale";"USD";"NXH382";930;13;9;1715.2;15436.8;977.664
"SO - 0006042";"2022-08-11";51;"Export";"USD";"GUT930";893;12;9;1159.1;10431.9;475.2310000000001
"SO - 0006281";"2022-08-11";126;"Wholesale";"USD";"FLR025";402;1;5;1788.9;8944.5;983.895
"SO - 0006395";"2022-08-11";104;"Wholesale";"USD";"GUT930";879;22;10;5453.8;54538.0;3544.9700000000003
"SO - 0007359";"2022-08-11";39;"Wholesale";"USD";"AXW291";886;19;9;2793.9;25145.1;2039.547
"SO - 0010782";"2022-08-11";66;"Wholesale";"USD";"GUT930";219;25;12;1098.8;13185.6;846.076
"SO - 0002787";"2022-08-12";18;"Distributor";"USD";"AXW291";112;27;12;1005.0;12060.0;472.35
"SO - 0003260";"2022-08-12";42;"Export";"USD";"AXW291";976;30;12;924.6;11095.2;711.942
"SO - 0007481";"2022-08-12";53;"Distributor";"USD";"AXW291";171;25;9;3953.0;35577.0;3360.05
"SO - 0010223";"2022-08-12";27;"Export";"USD";"FLR025";898;15;11;2358.4;25942.4;1698.048
"SO - 0009117";"2022-08-12";168;"Distributor";"USD";"AXW291";742;25;8;167.5;1340.0;70.35
"SO - 000671";"2022-08-12";143;"Distributor";"USD";"AXW291";295;28;5;1775.5;8877.5;1225.0949999999998
"SO - 0003408";"2022-08-12";24;"Distributor";"USD";"AXW291";832;15;7;3919.5;27436.5;2900.43
"SO - 0004878";"2022-08-12";80;"Export";"USD";"GUT930";325;15;8;6204.2;49633.6;3226.184
"SO - 0004885";"2022-08-12";2;"Distributor";"USD";"FLR025";466;2;8;1139.0;9112.0;501.16
"SO - 0005666";"2022-08-12";41;"Distributor";"USD";"AXW291";391;2;6;167.5;1005.0;78.725
"SO - 0007501";"2022-08-12";161;"Distributor";"USD";"GUT930";4;5;8;3959.7;31677.6;2098.641
"SO - 0008326";"2022-08-12";131;"Wholesale";"USD";"AXW291";693;26;7;3959.7;27717.9;2573.8050000000003
"SO - 000887";"2022-08-12";112;"Distributor";"USD";"GUT930";977;25;7;1681.7;11771.9;1345.36
"SO - 000924";"2022-08-12";46;"Wholesale";"USD";"GUT930";226;15;7;1145.7;8019.900000000001;847.818
"SO - 0001472";"2022-08-12";137;"Distributor";"USD";"AXW291";619;25;11;2666.6;29332.6;1893.286
"SO - 0002211";"2022-08-12";114;"Wholesale";"USD";"AXW291";736;11;9;2010.0;18090.0;1386.9
"SO - 0004433";"2022-08-12";115;"Distributor";"USD";"AXW291";416;17;8;690.1;5520.8;552.08
"SO - 0004625";"2022-08-12";57;"Distributor";"USD";"NXH382";471;4;7;180.9;1266.3;90.45
"SO - 0004986";"2022-08-12";134;"Wholesale";"USD";"FLR025";471;7;6;991.6;5949.6;793.2800000000001
"SO - 0006443";"2022-08-12";84;"Export";"USD";"NXH382";659;17;10;254.6;2546.0;175.67399999999998
"SO - 0007344";"2022-08-12";105;"Wholesale";"USD";"NXH382";468;22;12;1038.5;12462.0;508.865
"SO - 0007691";"2022-08-12";107;"Wholesale";"USD";"NXH382";106;7;7;2633.1;18431.7;1764.177
"SO - 0008181";"2022-08-12";73;"Wholesale";"USD";"NXH382";449;13;5;5996.5;29982.5;4557.34
"SO - 000529";"2022-08-12";169;"Export";"USD";"AXW291";347;26;10;3966.4;39664.0;2776.48
"SO - 0002215";"2022-08-12";34;"Export";"USD";"GUT930";791;27;6;221.1;1326.6;114.972
"SO - 0006714";"2022-08-12";45;"Distributor";"USD";"FLR025";224;25;11;830.8000000000001;9138.8;548.3280000000001
"SO - 0001222";"2022-08-12";175;"Export";"USD";"AXW291";70;14;6;1051.9;6311.400000000001;820.4820000000001
"SO - 0002620";"2022-08-12";116;"Wholesale";"USD";"GUT930";817;3;10;1025.1;10251.000000000002;738.0720000000001
"SO - 0002841";"2022-08-12";119;"Export";"USD";"AXW291";641;10;12;710.2;8522.400000000001;419.018
"SO - 0005124";"2022-08-12";1;"Wholesale";"USD";"AXW291";131;26;12;3095.4;37144.8;2073.918
"SO - 0008879";"2022-08-12";128;"Wholesale";"USD";"AXW291";230;7;10;710.2;7102.0;497.14
"SO - 0009128";"2022-08-12";123;"Wholesale";"USD";"AXW291";930;16;9;1862.6;16763.4;1564.584
"SO - 0009020";"2022-08-12";26;"Wholesale";"USD";"GUT930";757;1;5;221.1;1105.5;145.92600000000002
"SO - 0001029";"2022-08-12";43;"Distributor";"USD";"NXH382";661;15;8;3892.7;31141.6;2257.766
"SO - 0003762";"2022-08-12";79;"Wholesale";"USD";"NXH382";240;25;6;5976.400000000001;35858.4;3227.2560000000003
"SO - 0004971";"2022-08-12";129;"Export";"USD";"GUT930";334;26;9;1802.3;16220.7;1153.472
"SO - 0005178";"2022-08-12";31;"Wholesale";"USD";"NXH382";514;25;9;1862.6;16763.4;1192.064
"SO - 0006001";"2022-08-12";122;"Distributor";"USD";"NXH382";764;14;10;1889.4;18894.0;1549.308
"SO - 0007313";"2022-08-12";174;"Wholesale";"USD";"AXW291";72;30;7;3262.9;22840.3;2349.288
"SO - 0010351";"2022-08-12";146;"Distributor";"USD";"FLR025";662;9;11;1011.7;11128.7;789.1260000000001
"SO - 0008376";"2022-08-12";94;"Wholesale";"USD";"AXW291";302;13;8;214.4;1715.2;96.48
"SO - 0009661";"2022-08-12";18;"Export";"USD";"AXW291";325;5;6;924.6;5547.6;545.514
"SO - 000847";"2022-08-13";60;"Distributor";"USD";"AXW291";880;18;9;1098.8;9889.2;857.064
"SO - 0002386";"2022-08-13";112;"Wholesale";"USD";"AXW291";10;1;10;1045.2;10452.0;522.6
"SO - 0002491";"2022-08-13";84;"Wholesale";"USD";"AXW291";175;10;8;1051.9;8415.2;610.102
"SO - 0002633";"2022-08-13";35;"Wholesale";"USD";"AXW291";242;24;10;2907.8;29078.0;2297.1620000000003
"SO - 0002958";"2022-08-13";14;"Distributor";"USD";"AXW291";783;15;9;2291.4;20622.6;1558.1520000000005
"SO - 0004465";"2022-08-13";100;"Distributor";"USD";"AXW291";602;5;8;1038.5;8308.0;799.645
"SO - 0004861";"2022-08-13";95;"Distributor";"USD";"AXW291";736;3;7;891.1;6237.7;499.0160000000001
"SO - 0007070";"2022-08-13";94;"Distributor";"USD";"AXW291";758;2;8;1045.2;8361.6;846.6120000000001
"SO - 000336";"2022-08-13";10;"Distributor";"USD";"AXW291";850;4;8;6378.400000000001;51027.2;2806.496
"SO - 000590";"2022-08-13";41;"Export";"USD";"NXH382";783;14;7;2458.9;17212.3;1647.4630000000002
"SO - 0002049";"2022-08-13";138;"Wholesale";"USD";"NXH382";290;2;10;2860.9;28609.0;1687.931
"SO - 0006420";"2022-08-13";83;"Distributor";"USD";"GUT930";51;6;11;1065.3;11718.3;511.344
"SO - 0007555";"2022-08-13";163;"Wholesale";"USD";"NXH382";389;14;7;1708.5;11959.5;1042.185
"SO - 0007897";"2022-08-13";25;"Distributor";"USD";"FLR025";201;25;11;2237.8;24615.800000000003;1230.7900000000002
"SO - 0007975";"2022-08-13";27;"Distributor";"USD";"AXW291";213;14;10;2264.6;22646.0;1471.99
"SO - 0009312";"2022-08-13";45;"Distributor";"USD";"AXW291";32;15;8;1748.7;13989.6;734.454
"SO - 0009535";"2022-08-13";137;"Export";"USD";"GUT930";451;27;12;1078.7;12944.4;776.664
"SO - 000743";"2022-08-13";96;"Wholesale";"USD";"GUT930";251;4;7;3845.8;26920.6;2730.518
